번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
3965,동물약국,02_03_02_P,3740000,3.74E+17,20120509,,1,영업/정상,0,정상,,,,,236-9998,0,,경기도 수원시 팔달구 교동 130-4,경기도 수원시 팔달구 매산로 136 (교동),16465,수원종로약국,2.01205E+13,I,23:26.0,,201295.2569,418893.511,동물약국,,0,
3966,동물약국,02_03_02_P,3740000,3.74E+17,20120613,,1,영업/정상,0,정상,,,,,206-2020,,,"경기도 수원시 영통구 영통동 945-5 한솔프라자 107,108호","경기도 수원시 영통구 봉영로 1767, 107,108호 (영통동, 한솔프라자)",16712,메디팜 다솜약국,2.01206E+13,I,23:26.0,,207169.7233,418306.4816,동물약국,,0,
3967,동물약국,02_03_02_P,3740000,3.74E+17,20121004,,1,영업/정상,0,정상,,,,,,,,경기도 수원시 장안구 정자동 878-5,경기도 수원시 장안구 정자천로 163 (정자동),16334,사랑약국,2.0121E+13,I,23:26.0,,199408.585,421442.1748,동물약국,,0,
3968,동물약국,02_03_02_P,3740000,3.74E+17,20121004,,1,영업/정상,0,정상,,,,,202-4566,,,경기도 수원시 영통구 영통동 979-2,경기도 수원시 영통구 덕영대로 1505 (영통동),16698,태장온누리약국,2.0121E+13,I,23:26.0,,204852.4891,416025.3624,동물약국,,0,
3969,동물약국,02_03_02_P,3740000,3.74E+17,20130718,,1,영업/정상,0,정상,,,,,215-2752,0,,경기도 수원시 영통구 매탄동 172-42,경기도 수원시 영통구 중부대로246번길 48-2 (매탄동),,메디팜유신약국,2.01307E+13,I,23:26.0,,203625.043,419012.5177,동물약국,,0,
3970,동물약국,02_03_02_P,3740000,3.74E+17,20130718,,1,영업/정상,0,정상,,,,,238-0127,,,경기도 수원시 권선구 권선동 963-8,경기도 수원시 권선구 권선로 639 (권선동),,나눔동물약국,2.01307E+13,I,23:26.0,,201842.2111,417657.7672,동물약국,,0,
3971,동물약국,02_03_02_P,3740000,3.74E+17,20130718,,1,영업/정상,0,정상,,,,,233-4457,,,경기도 수원시 팔달구 인계동 1125-2,경기도 수원시 팔달구 권광로 146 (인계동),,메디팜열린약국,2.01307E+13,I,23:26.0,,202754.8051,417615.6205,동물약국,,0,
3972,동물약국,02_03_02_P,3740000,3.74E+17,20130718,,1,영업/정상,0,정상,,,,,232-8075,,,,"경기도 수원시 팔달구 효원로 257 (인계동, 홈플러스 4층)",16490,메디팜동수원약국,2.01307E+13,I,23:26.0,,202600,417842,동물약국,,0,
3973,동물약국,02_03_02_P,3740000,3.74E+17,20130718,,1,영업/정상,0,정상,,,,,254-1696,,,경기도 수원시 장안구 연무동 250-18,경기도 수원시 장안구 월드컵로428번길 9 (연무동),,연무약국,2.01307E+13,I,23:26.0,,202208.1106,421350.2791,동물약국,,0,
3974,동물약국,02_03_02_P,3740000,3.74E+17,20130814,,1,영업/정상,0,정상,,,,,031-291-0563,,,,"경기도 수원시 권선구 금호로 60, 1층 3호 (호매실동)",16395,호매실하늘약국,2.01308E+13,I,23:26.0,,196211,418657,동물약국,,0,
3975,동물약국,02_03_02_P,3740000,3.74E+17,20130917,,1,영업/정상,0,정상,,,,,,,,경기도 수원시 장안구 정자동 945 sk스카이뷰아파트 상가 2동 105호,"경기도 수원시 장안구 이목로 24, 2동 105호 (정자동,sk스카이뷰아파트 상가)",,하늘동물약국,2.01309E+13,I,23:26.0,,198598.8124,422793.1781,동물약국,,0,
3976,동물약국,02_03_02_P,3740000,3.74E+17,20130917,,1,영업/정상,0,정상,,,,,213-1303,,,경기도 수원시 영통구 매탄동 153-6,경기도 수원시 영통구 중부대로 266-1 (매탄동),16531,자연팜약국,2.01309E+13,I,23:26.0,,203907.2188,419131.3643,동물약국,,0,
3977,동물약국,02_03_02_P,3740000,3.74E+17,20051125,,1,영업/정상,0,정상,,,,,244-0848,90,,경기도 수원시 팔달구 화서동 71-96,경기도 수원시 팔달구 팔달로 115 (화서동),16441,수방초단골,2.01401E+13,I,23:26.0,,200243.1518,419667.8865,동물약국,,0,
3978,동물약국,02_03_02_P,3740000,3.74E+17,20060920,,1,영업/정상,0,정상,,,,,,0,,경기도 수원시 영통구 영통동 960-3 뉴월드프라자 105호,경기도 수원시 영통구 봉영로 1569 (영통동),16703,영통메디칼,2.01401E+13,I,23:26.0,,206229.4462,416684.3892,동물약국,,0,
3979,동물약국,02_03_02_P,3740000,3.74E+17,20090825,,1,영업/정상,0,정상,,,,,031-217-7591,0,,경기도 수원시 팔달구 우만동 552,경기도 수원시 팔달구 팔달문로 156-1 (우만동),,한마음약국,2.00908E+13,I,23:26.0,,202870.3684,420098.6267,동물약국,,0,
3980,동물약국,02_03_02_P,3740000,3.74E+17,20100128,,1,영업/정상,0,정상,,,,,,0,,경기도 수원시 팔달구 팔달로3가 29-6,경기도 수원시 팔달구 정조로 764 (팔달로3가),16262,보건약국,2.01401E+13,I,23:26.0,,201431.009,419358.7252,동물약국,,0,
3981,동물약국,02_03_02_P,3740000,3.74E+17,20170314,,1,영업/정상,0,정상,,,,,031-884-6126,,,경기도 수원시 권선구 서둔동 381,"경기도 수원시 권선구 세화로 134, 2층 (서둔동, 롯데몰수원점)",16621,소나무약국,2.02107E+13,U,40:00.0,,199674.2288,418024.8192,동물약국,,0,0
3982,동물약국,02_03_02_P,3740000,3.74E+17,20170316,,1,영업/정상,0,정상,,,,,,,,경기도 수원시 권선구 호매실동 1376 102호,"경기도 수원시 권선구 호매실로218번길 128, 101호 (호매실동)",16402,호매실우리약국,2.01703E+13,I,23:26.0,,196479.5303,418206.9279,동물약국,,0,
3983,동물약국,02_03_02_P,3740000,3.74E+17,20170202,,1,영업/정상,0,정상,,,,,031-211-7714,,,경기도 수원시 영통구 매탄동 810-2,"경기도 수원시 영통구 동수원로 432 (매탄동, 동남아파트)",16537,한길약국,2.01702E+13,I,23:26.0,,203742.4957,418331.2606,동물약국,,0,
3984,동물약국,02_03_02_P,3120000,3.12E+17,20130531,,1,영업/정상,0,정상,,,,,231433030,36,,서울특별시 서대문구 연희동 135-1번지,서울특별시 서대문구 연희로 122 (연희동),3724,푸름약국,2.01305E+13,I,59:59.0,,193967.0902,451803.5547,동물약국,,0,
3985,동물약국,02_03_02_P,3180000,3.18E+17,20141030,,1,영업/정상,0,정상,,,,,02-824-2972,,,서울특별시 영등포구 신길동 4677번지,"서울특별시 영등포구 신길로 36, 101호 (신길동, 연세빌딩)",7436,정성온누리약국,2.0141E+13,I,59:59.0,,191859.7573,443736.8128,동물약국,,0,0
3986,동물약국,02_03_02_P,3070000,3.07E+17,20170613,,1,영업/정상,0,정상,,,,,02-912-7393,,,서울특별시 성북구 하월곡동 18-8번지,서울특별시 성북구 화랑로13길 9 (하월곡동),2751,부민약국,2.01706E+13,I,59:59.0,,203679.2685,455724.6003,동물약국,,0,
3987,동물약국,02_03_02_P,3300000,3.3E+17,20180731,,1,영업/정상,0,정상,,,,,051-521-5565,,,부산광역시 동래구 안락동 152-111번지 삼영빌딩,"부산광역시 동래구 연안로 49, 삼영빌딩 1층 (안락동)",47899,황금약국,2.01807E+13,I,59:59.0,,391859.6311,190155.1201,동물약국,,0,
3988,동물약국,02_03_02_P,3360000,3.36E+17,20180813,,1,영업/정상,0,정상,,,,,051-637-8113,,,부산광역시 강서구 명지동 3238-9번지,부산광역시 강서구 명지오션시티3로 23 (명지동),46765,이화약국,2.01808E+13,I,59:59.0,,373485.0707,177566.6393,동물약국,,0,
3989,동물약국,02_03_02_P,3360000,3.36E+17,20180831,,1,영업/정상,0,정상,,,,,051-971-9552,,,부산광역시 강서구 지사동 1186번지 협성 · DS 엘리시안,"부산광역시 강서구 과학산단로306번길 10 (지사동, 협성 · DS 엘리시안)",46743,미소약국,2.01808E+13,I,59:59.0,,367451.0876,184977.5547,동물약국,,0,
3990,동물약국,02_03_02_P,3230000,3.23E+17,20130801,,1,영업/정상,0,정상,,,,,488-8878,0,,서울특별시 송파구 풍납동 82-26,서울특별시 송파구 바람드리길 33(풍납동),5512,풍납라파약국,2.02206E+13,U,40:00.0,,210498.6004,448391.7971,동물약국,,0,0
3991,동물약국,02_03_02_P,3690000,3.69E+17,20180803,,1,영업/정상,0,정상,,,,,,44.88,,울산광역시 중구 우정동 280-7번지,울산광역시 중구 장춘로 1 (우정동),44467,서일약국,2.01808E+13,I,59:59.0,,409374.3383,230966.9891,동물약국,,0,
3992,동물약국,02_03_02_P,3690000,3.69E+17,20180807,,1,영업/정상,0,정상,,,,,212-9472,,,울산광역시 중구 유곡동 475-1번지,"울산광역시 중구 종가4길 9, 원유곡상가 107호 (유곡동)",44539,곰약국,2.01808E+13,I,59:59.0,,408068.2564,231375.9055,동물약국,,0,
3993,동물약국,02_03_02_P,5700000,5.7E+17,20180827,,1,영업/정상,0,정상,,,,,031-886-6003,,,경기도 여주시 하동 250-4번지,경기도 여주시 우암로 16 (하동),12623,여주 태평양 약국,2.01808E+13,I,59:59.0,,256052.0286,421909.9877,동물약국,,0,
3994,동물약국,02_03_02_P,3530000,3.53E+17,20180808,,1,영업/정상,0,정상,,,,,032-503-4998,,,인천광역시 남동구 만수동 1117-1번지 쓰리제이프라자 104호,"인천광역시 남동구 만수서로 52, 쓰리제이프라자 104호 (만수동)",21524,살맛나는 온누리 약국,2.01808E+13,I,59:59.0,,176198.74,439950.632,동물약국,,0,
3995,동물약국,02_03_02_P,3510500,3.5105E+17,20180816,,1,영업/정상,0,정상,,,,,02-6223-5148,,,인천광역시 미추홀구 도화동 0번지,인천광역시 미추홀구 숙골로 114 (도화동),22114,햇님약국,2.01808E+13,I,59:59.0,,,,동물약국,,0,
3996,동물약국,02_03_02_P,3510500,3.5105E+17,20180816,,1,영업/정상,0,정상,,,,,,,,인천광역시 미추홀구 학익동 661-9번지 수빈빌딩,"인천광역시 미추홀구 매소홀로 474, 수빈빌딩 108호 (학익동)",22223,중앙약국,2.01808E+13,I,59:59.0,,171144.0698,437507.1159,동물약국,,0,
3997,동물약국,02_03_02_P,3420000,3.42E+17,20180807,,1,영업/정상,0,정상,,,,,,,,대구광역시 동구 대림동 888-4번지 103호,"대구광역시 동구 메디밸리로 19, 1층 103호 (대림동)",41072,새론약국,2.01808E+13,I,59:59.0,,357908.1233,265226.9221,동물약국,,0,
3998,동물약국,02_03_02_P,3420000,3.42E+17,20180823,,1,영업/정상,0,정상,,,,,053-655-8888,,,대구광역시 동구 신암동 294번지 동대구역,"대구광역시 동구 동대구로 550, 동대구역 (신암동)",41229,종합약국,2.01808E+13,I,59:59.0,,347008.8805,265530.0035,동물약국,,0,
3999,동물약국,02_03_02_P,3420000,3.42E+17,20180830,,1,영업/정상,0,정상,,,,,053-964-7585,,,대구광역시 동구 율하동 1440번지,"대구광역시 동구 안심로22길 40, 105호 (율하동)",41106,큰사랑약국,2.01808E+13,I,59:59.0,,353086.8969,263923.5186,동물약국,,0,
4000,동물약국,02_03_02_P,3720000,3.72E+17,20180828,,1,영업/정상,0,정상,,,,,052-282-0185,,,울산광역시 북구 매곡동 153-2 드림인시티 에일린의뜰 1차 B11호,"울산광역시 북구 호계매곡1로 31, B11호 (매곡동, 드림인시티 에일린의뜰 1차)",44225,에일린약국,2.02102E+13,U,40:00.0,,414019.6791,240141.2531,동물약국,,0,
4001,동물약국,02_03_02_P,3110000,3.11E+17,20180806,,1,영업/정상,0,정상,,,,,,,,서울특별시 은평구 갈현동 469-4번지 유풍빌딩,"서울특별시 은평구 서오릉로 166, 유풍빌딩 1층 (갈현동)",3336,유진약국,2.01808E+13,I,59:59.0,,192443.7067,456716.7031,동물약국,,0,
4002,동물약국,02_03_02_P,3110000,3.11E+17,20180828,,1,영업/정상,0,정상,,,,,,,,서울특별시 은평구 신사동 16-22번지 1층 103호,"서울특별시 은평구 갈현로 15, 1층 103호 (신사동)",3436,밝은미소약국,2.01808E+13,I,59:59.0,,191980.7003,455227.3742,동물약국,,0,
4003,동물약국,02_03_02_P,3190000,3.19E+17,20180823,,1,영업/정상,0,정상,,,,,,,,서울특별시 동작구 노량진동 70-15번지,"서울특별시 동작구 노량진로 152, 박이비인후과 (노량진동)",6922,메디팜엔비약국,2.01808E+13,I,59:59.0,,194867.2801,445692.1961,동물약국,,0,
4004,동물약국,02_03_02_P,3330000,3.33E+17,20180810,,1,영업/정상,0,정상,,,,,,,,부산광역시 해운대구 우동 642-10번지,부산광역시 해운대구 구남로8번길 73 (우동),48094,아인스약국,2.01808E+13,I,59:59.0,,396362.3497,186786.4861,동물약국,,0,
4005,동물약국,02_03_02_P,3160000,3.16E+17,20171121,,1,영업/정상,0,정상,,,,,28685116,,,서울특별시 구로구 구로동 108번지 현대파크빌,"서울특별시 구로구 공원로 41 (구로동, 현대파크빌)",8298,현대파크빌약국,2.01711E+13,I,59:59.0,,190197.6272,444245.5634,동물약국,,0,
4006,동물약국,02_03_02_P,3560000,3.56E+17,20180827,,1,영업/정상,0,정상,,,,,325610978,,,인천광역시 서구 왕길동 638-1번지 마전메디칼센타,"인천광역시 서구 완정로 187, 마전메디칼센타 101호 (왕길동)",22616,메디팜우리들약국,2.01808E+13,I,59:59.0,,169522.1949,455637.2637,동물약국,,0,
4007,동물약국,02_03_02_P,3120000,3.12E+17,20180808,,1,영업/정상,0,정상,,,,,7082430365,,,서울특별시 서대문구 북가좌동 306-18번지 경원빌딩,"서울특별시 서대문구 응암로 60, 경원빌딩 1층 (북가좌동)",3691,북가좌수약국,2.01808E+13,I,59:59.0,,192026.4938,452911.5891,동물약국,,0,
4008,동물약국,02_03_02_P,3200000,3.2E+17,20180816,,1,영업/정상,0,정상,,,,,02-875-5955,,,서울특별시 관악구 봉천동 1673-16번지 1층,"서울특별시 관악구 남부순환로 1869, 1층 (봉천동)",8739,모두온누리약국,2.01808E+13,I,59:59.0,,196172.4248,441954.7702,동물약국,,0,
4009,동물약국,02_03_02_P,3200000,3.2E+17,20180823,,1,영업/정상,0,정상,,,,,02-877-6995,0,,서울특별시 관악구 신림동 1422-4번지 1층,"서울특별시 관악구 남부순환로 1635, 1층 (신림동)",8754,늘픔약국,2.01905E+13,U,40:00.0,,193945.5099,442519.065,동물약국,,0,
4010,동물약국,02_03_02_P,5680000,5.68E+17,20180808,,1,영업/정상,0,정상,,,,,,,,충청남도 당진시 읍내동 555-7번지,충청남도 당진시 당진중앙1로 40 (읍내동),31769,새성심약국,2.01808E+13,I,59:59.0,,166715.9325,376876.9658,동물약국,,0,
4011,동물약국,02_03_02_P,3820000,3.82E+17,20180821,,1,영업/정상,0,정상,,,,,031-855-7775,,,경기도 의정부시 가능동 701-29번지,"경기도 의정부시 호국로 1127, 1층 (가능동)",11658,가능하주약국,2.01808E+13,I,59:59.0,,202486.8972,471155.1243,동물약국,,0,
4012,동물약국,02_03_02_P,3460000,3.46E+17,20180814,,1,영업/정상,0,정상,,,,,053-742-7060,2708.99,,대구광역시 수성구 황금동 365번지 캐슬골드파크 종합상가동 215호,"대구광역시 수성구 청수로 213, 종합상가동 215호 (황금동, 캐슬골드파크1단지)",42112,조은날약국,2.01808E+13,I,59:59.0,,347296.2085,261275.0831,동물약국,,0,
4013,동물약국,02_03_02_P,3170000,3.17E+17,20180824,,1,영업/정상,0,정상,,,,,857-2166,,,서울특별시 금천구 독산동 165-11번지,"서울특별시 금천구 독산로85길 13, 1층 (독산동)",8546,대제일약국,2.01808E+13,I,59:59.0,,191295.6237,441127.2102,동물약국,,0,
4014,동물약국,02_03_02_P,3510500,3.5105E+17,20180727,,1,영업/정상,0,정상,,,,,032-863-0522,,,인천광역시 미추홀구 주안동 1462-18번지,"인천광역시 미추홀구 인하로 275, 101호 (주안동)",22215,신기시장약국,2.01807E+13,I,59:59.0,,171497.9611,438514.2304,동물약국,,0,
4015,동물약국,02_03_02_P,3510500,3.5105E+17,20180814,,1,영업/정상,0,정상,,,,,,0,,인천광역시 미추홀구 도화동 0번지,"인천광역시 미추홀구 숙골로 114, 우리타워 103호 (도화동)",22114,햇님약국,2.01808E+13,I,59:59.0,,,,동물약국,,0,
4016,동물약국,02_03_02_P,3210000,3.21E+17,20180829,,1,영업/정상,0,정상,,,,,02-594-0801,,,서울특별시 서초구 방배동 851-6번지 태창빌딩,"서울특별시 서초구 방배로 174, 태창빌딩 1층 (방배동)",6586,강남메디칼약국,2.01808E+13,I,59:59.0,,199317.6906,443010.4062,동물약국,,0,
4017,동물약국,02_03_02_P,4830000,4.83E+17,20180802,,1,영업/정상,0,정상,,,,,619306383,,,전라남도 나주시 빛가람동 345번지 도원주차빌딩 101호,"전라남도 나주시 문화로 216, 도원주차빌딩 101호 (빛가람동)",58325,아이사랑약국,2.01808E+13,I,59:59.0,,180320.8587,168780.6225,동물약국,,0,
4018,동물약국,02_03_02_P,4490000,5.65E+17,20180823,,1,영업/정상,0,정상,,,,,041-561-6200,,,충청남도 천안시 동남구 안서동 447-4번지 정문약국,"충청남도 천안시 동남구 망향로 189, 정문약국 (안서동)",31116,정문약국,2.01808E+13,I,59:59.0,,215444.0397,370994.0874,동물약국,,0,0
4019,동물약국,02_03_02_P,3320000,3.32E+17,20180725,,1,영업/정상,0,정상,,,,,,30,,부산광역시 북구 구포동 598-4번지,부산광역시 북구 낙동대로 1774 (구포동),46581,구포시장약국,2.01807E+13,I,59:59.0,,382355.8363,191840.12,동물약국,,0,
4020,동물약국,02_03_02_P,3320000,3.32E+17,20180821,,1,영업/정상,0,정상,,,,,,26,,부산광역시 북구 구포동 146-7번지,부산광역시 북구 백양대로 1201 (구포동),46581,모범약국,2.01808E+13,I,59:59.0,,382522.5105,191870.3183,동물약국,,0,
4021,동물약국,02_03_02_P,3640000,3.64E+17,20180731,,1,영업/정상,0,정상,,,,,,,,대전광역시 동구 가오동 557번지 패션아일랜드,"대전광역시 동구 은어송로 72, 패션아일랜드 지하동 1층 (가오동)",34681,누리약국,2.01807E+13,I,59:59.0,,241064.7676,311893.458,동물약국,,0,
4022,동물약국,02_03_02_P,5350000,5.35E+17,20180726,,1,영업/정상,0,정상,,,,,055-332-7042,,,경상남도 김해시 내동 1140-1번지 동아메디칼빌딩 1층,"경상남도 김해시 내외중앙로 88, 동아메디칼빌딩 (내동)",50948,굿모닝약국,2.01807E+13,I,59:59.0,,369934.6701,194766.0761,동물약국,,0,
4023,동물약국,02_03_02_P,5350000,5.35E+17,20180807,,1,영업/정상,0,정상,,,,,055-326-5715,,,경상남도 김해시 부원동 1041번지 롯데마트,"경상남도 김해시 김해대로 2330, 롯데마트 1층 (부원동)",50940,오렌지약국,2.01808E+13,I,59:59.0,,371275.452,193430.416,동물약국,,0,
4024,동물약국,02_03_02_P,3980000,3.98E+17,20180822,,1,영업/정상,0,정상,,,,,031-554-0036,,,경기도 구리시 인창동 670-1번지 태영빌딩,"경기도 구리시 건원대로 44, 태영빌딩 112호 (인창동)",11921,새싹약국,2.01808E+13,I,59:59.0,,212315.9583,455871.8528,동물약국,,0,
4025,동물약국,02_03_02_P,5080000,5.08E+17,20180827,,1,영업/정상,0,정상,,,,,,,,경상북도 구미시 진평동 46-6번지,경상북도 구미시 인동20길 39 (진평동),39407,사랑약국,2.01808E+13,I,59:59.0,,328188.0365,289293.3089,동물약국,,0,
4026,동물약국,02_03_02_P,3700000,3.7E+17,20180823,,1,영업/정상,0,정상,,,,,,,,울산광역시 남구 삼산동 1472-22번지,"울산광역시 남구 돋질로 277-1, 1층 하나약국 (삼산동)",44700,삼산하나약국,2.01808E+13,I,59:59.0,,411701.4603,229700.1081,동물약국,,0,
4027,동물약국,02_03_02_P,4610000,4.61E+17,20180810,,1,영업/정상,0,정상,,,,,,60.29,,충청남도 예산군 예산읍 주교리 206-1번지,"충청남도 예산군 예산읍 주교로 49-1, 정약국",32431,정약국,2.01808E+13,I,59:59.0,,184930.0559,353845.9308,동물약국,,0,
4028,동물약국,02_03_02_P,5020000,5.02E+17,20040305,,1,영업/정상,0,정상,,,,,243-6100,,,경상북도 포항시 북구 청하면 덕성리 318-6,경상북도 포항시 북구 청하면 청하로 205,37515,청하약국,2.02111E+13,U,40:00.0,,410343.5385,302228.8796,동물약국,,0,0
4029,동물약국,02_03_02_P,3330000,3.33E+17,20180906,,1,영업/정상,0,정상,,,,,,,,부산광역시 해운대구 중동 1394-309번지,"부산광역시 해운대구 중동1로 39, 예담빌딩 1층 (중동)",48095,온천약국,2.01809E+13,U,59:59.0,,397059.999,186924.6861,동물약국,,0,
4030,동물약국,02_03_02_P,3330000,3.33E+17,20180906,,1,영업/정상,0,정상,,,,,,,,부산광역시 해운대구 우동 1407번지 해운대두산위브더제니스 116호,"부산광역시 해운대구 마린시티2로 33, 116호 (우동, 해운대두산위브더제니스)",48119,민온누리약국,2.01809E+13,U,59:59.0,,395388.7151,186268.8533,동물약국,,0,
4031,동물약국,02_03_02_P,3220000,3.22E+17,20180905,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 대치동 507번지 윈플러스상가 1층 102호,"서울특별시 강남구 남부순환로 2936, 윈플러스상가 1층 102호 (대치동)",6291,우리대치약국,2.01809E+13,U,59:59.0,,205405.125,443463.355,동물약국,,0,
4032,동물약국,02_03_02_P,3310000,3.31E+17,20180906,,1,영업/정상,0,정상,,,,,051-628-8110,,,부산광역시 남구 용호동 176-30번지 엘지메트로시티,"부산광역시 남구 분포로 113, 1005동 308호 (용호동, 엘지메트로시티)",48516,세계약국,2.01809E+13,U,59:59.0,,392474.5781,183052.2112,동물약국,,0,
4033,동물약국,02_03_02_P,4050000,5.62E+17,20180906,,1,영업/정상,0,정상,,,,,031-206-2866,,,경기도 용인시 처인구 김량장동 296-53번지,"경기도 용인시 처인구 금령로 64, 아이렉스타워 101호 (김량장동)",17051,더편한약국,2.01809E+13,U,59:59.0,,218001.1247,414762.5081,동물약국,,0,
4034,동물약국,02_03_02_P,3350000,3.35E+17,20180906,,1,영업/정상,0,정상,,,,,,,,부산광역시 금정구 장전동 211-10,부산광역시 금정구 금정로 151-1 (장전동),46283,장전 온누리약국,2.02105E+13,U,40:00.0,,389967.872,195211.5645,동물약국,,0,
4035,동물약국,02_03_02_P,3330000,3.33E+17,20180905,,1,영업/정상,0,정상,,,,,,,,부산광역시 해운대구 반여동 1406-1번지 홈플러스 부산반여점,"부산광역시 해운대구 선수촌로21번길 37, 홈플러스 부산반여점 1층 (반여동)",48043,정담약국,2.01809E+13,U,59:59.0,,392614.4433,190638.9209,동물약국,,0,
4036,동물약국,02_03_02_P,3460000,3.46E+17,20180904,,1,영업/정상,0,정상,,,,,7844888,,,대구광역시 수성구 지산동 1288-30번지 시티월드,"대구광역시 수성구 지범로 183, 시티월드 (지산동)",42197,지산제일약국,2.01809E+13,U,59:59.0,,348125.8957,259196.3711,동물약국,,0,
4037,동물약국,02_03_02_P,4160000,4.16E+17,20180905,,1,영업/정상,0,정상,,,,,031-581-7522,183.6,,경기도 가평군 가평읍 읍내리 476-7 임내과의원,"경기도 가평군 가평읍 연인1길 1, 임내과의원",12418,가평중앙약국,2.02012E+13,U,40:00.0,,245153.0136,480879.0109,동물약국,,0,
4038,동물약국,02_03_02_P,3150000,3.15E+17,20211129,,1,영업/정상,0,정상,,,,,,,,서울특별시 강서구 마곡동 798-4 마곡에스비타워Ⅲ,"서울특별시 강서구 마곡서로 56, 마곡에스비타워Ⅲ 1층 103호 (마곡동)",7807,강서튼튼약국,2.02111E+13,I,22:43.0,,,,동물약국,,0,0
4039,동물약국,02_03_02_P,3830000,3.83E+17,20211129,,1,영업/정상,0,정상,,,,,031-342-4372,,,경기도 안양시 동안구 호계동 555-34 안양2차 SK V1 center 122호,"경기도 안양시 동안구 엘에스로116번길 118, 안양2차 SK V1 center 122호 (호계동)",14118,브이원약국,2.02111E+13,I,22:43.0,,195326.9877,430354.8629,동물약국,,0,0
4040,동물약국,02_03_02_P,5020000,5.02E+17,20180903,,1,영업/정상,0,정상,,,,,054-276-2559,0,,경상북도 포항시 남구 구룡포읍 구룡포리 773-3번지,경상북도 포항시 남구 구룡포읍 구룡포길 67,37932,일선약국,2.01809E+13,U,59:59.0,,430204.4917,279676.8225,동물약국,,0,
4041,동물약국,02_03_02_P,3120000,3.12E+17,20211129,,1,영업/정상,0,정상,,,,,23092817,,,서울특별시 서대문구 홍은동 404-1 서강주상복합아파트,"서울특별시 서대문구 가좌로 65, 1층 (홍은동, 서강주상복합아파트)",3663,홍은약국,2.02111E+13,I,22:43.0,,193654.2443,452971.7639,동물약국,,0,0
4042,동물약국,02_03_02_P,3900000,3.9E+17,20180904,,1,영업/정상,0,정상,,,,,02-2060-3371,,,경기도 광명시 광명동 150-11번지,경기도 광명시 오리로 960 (광명동),14221,다정약국,2.01809E+13,U,59:59.0,,187244.9232,441878.3083,동물약국,,0,
4043,동물약국,02_03_02_P,4490000,5.66E+17,20180904,,1,영업/정상,0,정상,,,,,,,,충청남도 천안시 서북구 불당동 1280번지 천안불당 시티프라디움 3차 상가 3동 202호,"충청남도 천안시 서북구 공원로 176, 천안불당 시티프라디움 3차 상가 3동 B층 202호 (불당동)",31168,불당호수약국,2.01809E+13,U,59:59.0,,208791.1377,366198.1609,동물약국,,0,0
4044,동물약국,02_03_02_P,3600000,3.6E+17,20180906,,1,영업/정상,0,정상,,,,,062-651-4948,,,"광주광역시 서구 풍암동 1121-1번지 1층, (소담약국)","광주광역시 서구 풍암중앙로 39, 1층, (소담약국) (풍암동)",62058,기린동물약국,2.01809E+13,U,59:59.0,,188867.987,180681.717,동물약국,,0,
4045,동물약국,02_03_02_P,6520000,6.52E+17,20200803,,1,영업/정상,0,정상,,,,,064-803-0550,,,제주특별자치도 서귀포시 서귀동 370-12,"제주특별자치도 서귀포시 중정로 70, 1층 (서귀동)",63595,오름약국,2.02008E+13,I,23:26.0,,159278.771,-27486.28561,동물약국,,0,
4046,동물약국,02_03_02_P,3330000,3.33E+17,20180903,,1,영업/정상,0,정상,,,,,,,,부산광역시 해운대구 우동 1434-1번지 마리나센타,"부산광역시 해운대구 해운대해변로 154, 마리나센타 1층 (우동)",48092,마리나약국,2.01809E+13,U,59:59.0,,395695.9987,186416.8392,동물약국,,0,
4047,동물약국,02_03_02_P,3150000,3.15E+17,20180904,,1,영업/정상,0,정상,,,,,3662-8899,,,서울특별시 강서구 등촌동 631번지 등촌동두산위브센티움 131호,"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 131호 (등촌동)",7551,솔약국,2.01809E+13,U,59:59.0,,187682.6904,450578.8928,동물약국,,0,
4048,동물약국,02_03_02_P,3780000,3.78E+17,20180905,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 수정구 창곡동 508번지 아이플렉스 118호,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 118호 (창곡동)",13640,위례퍼스트약국,2.01809E+13,U,59:59.0,,212588,441082,동물약국,,0,
4049,동물약국,02_03_02_P,3300000,3.3E+17,20200401,,1,영업/정상,0,정상,,,,,051-552-2767,,,부산광역시 동래구 온천동 1437-40번지,부산광역시 동래구 중앙대로1325번길 20 (온천동),47734,동래동물약국,2.02004E+13,I,23:21.0,,389046.0745,191590.2306,동물약국,,0,
4050,동물약국,02_03_02_P,3320000,3.32E+17,20200401,,1,영업/정상,0,정상,,,,,070-7576-1363,,,부산광역시 북구 화명동 2277-4번지 삼한골든뷰 102호,"부산광역시 북구 금곡대로 287, 삼한골든뷰 102호 (화명동)",46526,드래곤약국,2.02004E+13,I,23:21.0,,383206.814,194624.5038,동물약국,,0,
