종류(RFID),축종,품종,소유정보,승인일,관리기관,전화번호,데이터기준일자
외장형,개,진도견,사망,2021-09-21,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-21,평창군청,033-330-1358,2022-09-19
외장형,개,사모예드,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,라브라도 리트리버,소유,2021-09-23,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,미니어쳐 핀셔,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-24,평창군청,033-330-1358,2022-09-19
외장형,개,라브라도 리트리버,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,라브라도 리트리버,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,셰퍼드,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,스피츠,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,미디엄 푸들,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-27,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2021-09-28,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,스피츠,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,스피츠,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,보더 콜리,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,스피츠,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,슈나우져,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,보더 콜리,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,그레이 하운드,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,올드 잉글리쉬 쉽독,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,올드 잉글리쉬 쉽독,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-09-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,사망,2021-09-30,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-09-30,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-09-30,평창군청,033-330-1358,2022-09-19
삽입형,개,진도견,소유,2021-09-30,평창군청,033-330-1358,2022-09-19
외장형,개,사모예드,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,요크셔 테리어,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,프렌치 불독,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,그레이트 피레니즈,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
삽입형,개,로트와일러,소유,2021-10-01,평창군청,033-330-1358,2022-09-19
외장형,개,비숑 프리제,소유,2021-10-03,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-10-03,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-10-03,평창군청,033-330-1358,2022-09-19
외장형,개,보더 콜리,소유,2021-10-03,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2021-10-04,평창군청,033-330-1358,2022-09-19
외장형,개,풍산견,소유,2021-10-05,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,미니어쳐 핀셔,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,라브라도 리트리버,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,그레이트 피레니즈,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,시베리안 허스키,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,사모예드,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,라이카,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-10,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-10-16,평창군청,033-330-1358,2022-09-19
외장형,개,비숑 프리제,소유,2021-10-16,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-10-16,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-20,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-10-20,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-20,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-20,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,시바,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,풍산견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-10-26,평창군청,033-330-1358,2022-09-19
외장형,개,프렌치 불독,소유,2021-10-30,평창군청,033-330-1358,2022-09-19
외장형,개,프렌치 불독,소유,2021-10-30,평창군청,033-330-1358,2022-09-19
외장형,개,이탈리안 그레이 하운드,소유,2021-11-01,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,라이카,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,라이카,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,풍산견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,풍산견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-02,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,사망,2021-11-05,평창군청,033-330-1358,2022-09-19
외장형,개,프렌치 불독,소유,2021-11-08,평창군청,033-330-1358,2022-09-19
삽입형,개,믹스견,소유,2021-11-09,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-15,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-16,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-17,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-11-17,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-11-17,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-11-17,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-20,평창군청,033-330-1358,2022-09-19
삽입형,개,포메라니안,소유,2021-11-22,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-23,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-11-25,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-11-25,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-11-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-02,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-12-02,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2021-12-02,평창군청,033-330-1358,2022-09-19
외장형,개,코카 스파니엘,소유,2021-12-06,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-10,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-14,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2021-12-19,평창군청,033-330-1358,2022-09-19
외장형,개,빠삐용,소유,2021-12-22,평창군청,033-330-1358,2022-09-19
삽입형,개,풍산견,소유,2021-12-23,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-26,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2021-12-30,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-01-03,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-01-04,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2022-01-05,평창군청,033-330-1358,2022-09-19
외장형,개,풍산견,소유,2022-01-06,평창군청,033-330-1358,2022-09-19
삽입형,개,진도견,소유,2022-01-27,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-01-28,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2022-02-04,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2022-03-19,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2022-03-19,평창군청,033-330-1358,2022-09-19
외장형,개,말티즈,소유,2022-03-20,평창군청,033-330-1358,2022-09-19
외장형,개,베들링턴 테리어,소유,2022-03-21,평창군청,033-330-1358,2022-09-19
외장형,개,시츄,소유,2022-03-29,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-04-03,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2022-04-13,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-04-13,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2022-04-13,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-04-18,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-04-18,평창군청,033-330-1358,2022-09-19
외장형,개,라브라도 리트리버,소유,2022-05-16,평창군청,033-330-1358,2022-09-19
외장형,개,꼬똥 드 뚤레아,소유,2022-05-23,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-05-25,평창군청,033-330-1358,2022-09-19
외장형,개,비숑 프리제,소유,2022-05-25,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2022-05-25,평창군청,033-330-1358,2022-09-19
외장형,개,푸들,소유,2022-05-29,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-05-29,평창군청,033-330-1358,2022-09-19
외장형,개,빠삐용,소유,2022-05-29,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-05-29,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-05-29,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-05-29,평창군청,033-330-1358,2022-09-19
외장형,개,스피츠,소유,2022-05-30,평창군청,033-330-1358,2022-09-19
외장형,개,기타,소유,2022-06-03,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2022-06-08,평창군청,033-330-1358,2022-09-19
외장형,개,포메라니안,소유,2022-06-09,평창군청,033-330-1358,2022-09-19
삽입형,개,페키니즈,소유,2022-06-15,평창군청,033-330-1358,2022-09-19
삽입형,개,믹스견,소유,2022-07-06,평창군청,033-330-1358,2022-09-19
외장형,개,비숑 프리제,소유,2022-07-23,평창군청,033-330-1358,2022-09-19
외장형,개,골든 리트리버,소유,2022-07-25,평창군청,033-330-1358,2022-09-19
외장형,개,웰시 코기 카디건,소유,2022-07-28,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-07-28,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-07-28,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-07-28,평창군청,033-330-1358,2022-09-19
삽입형,개,비숑 프리제,소유,2022-08-09,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-08-24,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-08-24,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-08-24,평창군청,033-330-1358,2022-09-19
외장형,개,진도견,소유,2022-08-31,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-08-31,평창군청,033-330-1358,2022-09-19
외장형,개,믹스견,소유,2022-08-31,평창군청,033-330-1358,2022-09-19
